[30-40),Work-class, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
[30-40),Work-class, 238311, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 36, United-States, 1
[40-50),Work-class, 281647, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 1
[30-40),Work-class, 75167, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 1
[10-20),Work-class, 252862, 5, 11, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 199240, 8, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, England, 0
[40-50),Work-class, 145762, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 142443, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 0
[40-50),Work-class, 99361, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 0
[30-40),Work-class, 105138, 8, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[20-30),Work-class, 183171, 10, 7, Never-married, Other-service, Own-child, Black, Male, 1055, 0, 32, United-States, 0
[10-20),Work-class, 151866, 7, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, 0
[60-70),Work-class, 297261, 7, 10, Widowed, Sales, Not-in-family, White, Female, 0, 0, 15, United-States, 0
[40-50),Work-class, 148998, 8, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 143046, 8, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 183850, 8, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[50-60),Work-class, 248841, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 40, United-States, 1
[30-40),Work-class, 198452, 4, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 161092, 7, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 112497, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[50-60),Work-class, 155963, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, 0
[20-30),Work-class, 147560, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 55, United-States, 1
[20-30),Work-class, 376393, 5, 11, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 151790, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, 0
[20-30),Work-class, 438139, 8, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[30-40),Work-class, 214896, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, 0
[30-40),Work-class, 102821, 7, 10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Mexico, 0
[40-50),Work-class, 90021, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, 0
[40-50),Work-class, 77085, 4, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Japan, 1
[40-50),Work-class, 158555, 11, 6, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 462255, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 144949, 8, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 116207, 12, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 32, United-States, 0
[10-20),Work-class, 187308, 11, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, 0
[40-50),Work-class, 189890, 8, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 185267, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 63434, 7, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 35, United-States, 0
[40-50),Work-class, 1366120, 5, 11, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 8, United-States, 0
[40-50),Work-class, 495061, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 70, United-States, 1
[30-40),Work-class, 134886, 8, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 1740, 35, United-States, 0
[30-40),Work-class, 129707, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 60, United-States, 1
[50-60),Work-class, 74784, 4, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 60, United-States, 0
[30-40),Work-class, 44392, 8, 9, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, 0
[20-30),Work-class, 406641, 7, 10, Never-married, Handlers-cleaners, Other-relative, White, Female, 0, 0, 18, United-States, 0
[50-60),Work-class, 89041, 4, 13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, 1
[20-30),Work-class, 180212, 8, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[60-70),Work-class, 178472, 12, 5, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 384236, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, 1
[20-30),Work-class, 168470, 8, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 80485, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 38, United-States, 0
[20-30),Work-class, 216867, 11, 6, Never-married, Other-service, Other-relative, White, Male, 0, 0, 30, Mexico, 0
[40-50),Work-class, 214541, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 383239, 11, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 40, United-States, 1
[20-30),Work-class, 70034, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, 1
[40-50),Work-class, 128485, 5, 11, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 106740, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[50-60),Work-class, 167527, 10, 7, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 19302, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 210150, 8, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 179824, 8, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 36, United-States, 0
[20-30),Work-class, 420351, 8, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 215443, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 15, United-States, 0
[20-30),Work-class, 116044, 10, 7, Separated, Craft-repair, Other-relative, White, Male, 2907, 0, 50, United-States, 0
[30-40),Work-class, 215306, 5, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, Cuba, 0
[30-40),Work-class, 108069, 7, 10, Never-married, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 260046, 8, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 31053, 8, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, 0
[10-20),Work-class, 362302, 9, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, 0
[50-60),Work-class, 87205, 8, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, 0
[40-50),Work-class, 191703, 8, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 242968, 3, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, 1
[20-30),Work-class, 185575, 4, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 177858, 7, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
[30-40),Work-class, 73585, 10, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, 0
[40-50),Work-class, 301802, 4, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, 1
[30-40),Work-class, 108467, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, 0
[40-50),Work-class, 431245, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 157217, 6, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 204935, 8, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 277112, 10, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 30, United-States, 0
[60-70),Work-class, 59145, 1, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 60, United-States, 1
[30-40),Work-class, 159773, 4, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States, 1
[50-60),Work-class, 118793, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, United-States, 1
[20-30),Work-class, 152457, 8, 9, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 187901, 7, 10, Never-married, Sales, Not-in-family, White, Female, 0, 1504, 40, United-States, 0
[50-60),Work-class, 266529, 10, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 113756, 8, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 83444, 5, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 43, United-States, 1
[30-40),Work-class, 30529, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 2415, 50, United-States, 1
[20-30),Work-class, 198825, 8, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 38, United-States, 0
[60-70),Work-class, 71489, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States, 0
[50-60),Work-class, 111218, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, 0
[30-40),Work-class, 203482, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, 1
[40-50),Work-class, 352196, 8, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 22, United-States, 0
[40-50),Work-class, 355918, 8, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 168262, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1887, 40, United-States, 1
[20-30),Work-class, 182615, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 211482, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, 1
[30-40),Work-class, 386370, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, 0
[40-50),Work-class, 180010, 4, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, 1
[40-50),Work-class, 142210, 8, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 25, United-States, 0
[30-40),Work-class, 415706, 14, 3, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico, 0
[40-50),Work-class, 237731, 5, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 343506, 8, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 116163, 4, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 50, France, 0
[50-60),Work-class, 153451, 8, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 1887, 40, United-States, 1
[30-40),Work-class, 301862, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 33429, 7, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 169583, 8, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 146497, 7, 10, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 16, Germany, 0
[40-50),Work-class, 383384, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 240809, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 56, United-States, 0
[30-40),Work-class, 203763, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 218785, 8, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, 0
[10-20),Work-class, 244602, 9, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, 0
[40-50),Work-class, 175696, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 101027, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, 0
[30-40),Work-class, 99270, 8, 9, Never-married, Transport-moving, Other-relative, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 224393, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, 1
[40-50),Work-class, 192381, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 131686, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 277533, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 72880, 3, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 209057, 7, 10, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 108909, 8, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, 0
[40-50),Work-class, 74949, 7, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 235639, 11, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 137421, 5, 11, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 37, Hong, 0
[50-60),Work-class, 122412, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 434894, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 379959, 8, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 95885, 10, 7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 13550, 0, 60, United-States, 1
[30-40),Work-class, 225330, 4, 13, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 50, Poland, 1
[40-50),Work-class, 32627, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 0
[20-30),Work-class, 65171, 7, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 193380, 8, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 184823, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 81259, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 43, United-States, 0
[30-40),Work-class, 301369, 9, 8, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 190968, 8, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, 0
[70-80),Work-class, 196610, 13, 4, Widowed, Exec-managerial, Not-in-family, White, Male, 6097, 0, 40, United-States, 1
[30-40),Work-class, 330715, 8, 9, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 77698, 7, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 139770, 8, 9, Never-married, Adm-clerical, Own-child, White, Female, 6849, 0, 40, United-States, 0
[20-30),Work-class, 109053, 8, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 25, United-States, 0
[60-70),Work-class, 312653, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States, 0
[30-40),Work-class, 331831, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 54202, 4, 13, Never-married, Sales, Not-in-family, White, Male, 10520, 0, 50, United-States, 1
[50-60),Work-class, 163948, 5, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 36228, 8, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 44, United-States, 0
[40-50),Work-class, 160167, 5, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 178356, 6, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 2407, 0, 99, United-States, 0
[40-50),Work-class, 104196, 7, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 288353, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 187693, 8, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 114988, 8, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
